Gm01	2033	2033	ss715578672	->	Gm01	2033	2033	ss715578672
Gm01	24939	24939	ss715578788	->	Gm01	24952	24952	ss715578788
Gm01	25990	25990	ss715578818	->	Gm01	26003	26003	ss715578818
Gm01	29658	29658	ss715578923	->	Gm01	29671	29671	ss715578923
Gm01	30699	30699	ss715578960	->	Gm01	30712	30712	ss715578960
Gm01	37005	37005	ss715579193	->	Gm01	37018	37018	ss715579193
Gm01	38469	38469	ss715579265	->	Gm01	38482	38482	ss715579265
Gm01	46360	46360	ss715579576	->	Gm01	46373	46373	ss715579576
Gm01	49225	49225	ss715579942	->	Gm01	49238	49238	ss715579942
Gm01	61178	61178	ss715580755	->	Gm01	61191	61191	ss715580755
Gm01	81983	81983	ss715580822	->	Gm01	81844	81844	ss715580822
Gm01	83295	83295	ss715580828	->	Gm01	83156	83156	ss715580828
Gm01	90419	90419	ss715580853	->	Gm01	90280	90280	ss715580853
Gm01	92502	92502	ss715580861	->	Gm01	92363	92363	ss715580861
Gm01	96941	96941	ss715580878	->	Gm01	96802	96802	ss715580878
Gm01	98352	98352	ss715580885	->	Gm01	98213	98213	ss715580885
Gm01	125218	125218	ss715578457	->	Gm01	125073	125073	ss715578457
Gm01	138835	138835	ss715578496	->	Gm01	138690	138690	ss715578496
Gm01	148481	148481	ss715578522	->	Gm01	148336	148336	ss715578522
Gm01	149508	149508	ss715578530	->	Gm01	149363	149363	ss715578530
Gm01	153686	153686	ss715578548	->	Gm01	153541	153541	ss715578548
Gm01	166873	166873	ss715578587	->	Gm01	166728	166728	ss715578587
Gm01	183522	183522	ss715578628	->	Gm01	183377	183377	ss715578628
Gm01	185356	185356	ss715578633	->	Gm01	185211	185211	ss715578633
Gm01	186315	186315	ss715578635	->	Gm01	186170	186170	ss715578635
Gm01	225650	225650	ss715578726	->	Gm01	225505	225505	ss715578726
Gm01	234280	234280	ss715578743	->	Gm01	234135	234135	ss715578743
Gm01	237375	237375	ss715578754	->	Gm01	237230	237230	ss715578754
Gm01	238408	238408	ss715578760	->	Gm01	238263	238263	ss715578760
Gm01	243024	243024	ss715578773	->	Gm01	242879	242879	ss715578773
Gm01	244270	244270	ss715578777	->	Gm01	244125	244125	ss715578777
Gm01	245175	245175	ss715578780	->	Gm01	245030	245030	ss715578780
Gm01	257573	257573	ss715578807	->	Gm01	257428	257428	ss715578807
Gm01	281790	281790	ss715578887	->	Gm01	281645	281645	ss715578887
Gm01	283678	283678	ss715578894	->	Gm01	283533	283533	ss715578894
Gm01	293224	293224	ss715578916	->	Gm01	293086	293086	ss715578916
Gm01	303231	303231	ss715578949	->	Gm01	303093	303093	ss715578949
Gm01	321874	321874	ss715578998	->	Gm01	321736	321736	ss715578998
Gm01	334575	334575	ss715579048	->	Gm01	334437	334437	ss715579048
Gm01	336090	336090	ss715579052	->	Gm01	335952	335952	ss715579052
Gm01	367189	367189	ss715579179	->	Gm01	367051	367051	ss715579179
Gm01	368192	368192	ss715579185	->	Gm01	368054	368054	ss715579185
Gm01	377284	377284	ss715579226	->	Gm01	377146	377146	ss715579226
Gm01	378771	378771	ss715579235	->	Gm01	378633	378633	ss715579235
Gm01	382218	382218	ss715579252	->	Gm01	382080	382080	ss715579252
Gm01	388778	388778	ss715579281	->	Gm01	388640	388640	ss715579281
Gm01	402061	402061	ss715579337	->	Gm01	401923	401923	ss715579337
Gm01	405304	405304	ss715579350	->	Gm01	405166	405166	ss715579350
Gm01	409172	409172	ss715579366	->	Gm01	409034	409034	ss715579366
Gm01	423351	423351	ss715579418	->	Gm01	423213	423213	ss715579418
Gm01	429794	429794	ss715579444	->	Gm01	429656	429656	ss715579444
Gm01	432775	432775	ss715579457	->	Gm01	432637	432637	ss715579457
Gm01	434813	434813	ss715579466	->	Gm01	434675	434675	ss715579466
Gm01	439582	439582	ss715579484	->	Gm01	439444	439444	ss715579484
Gm01	452642	452642	ss715579534	->	Gm01	452504	452504	ss715579534
Gm01	453535	453535	ss715579537	->	Gm01	453369	453369	ss715579537
Gm01	458882	458882	ss715579556	->	Gm01	458739	458739	ss715579556
Gm01	465402	465402	ss715579584	->	Gm01	465259	465259	ss715579584
Gm01	469387	469387	ss715579633	->	Gm01	469244	469244	ss715579633
Gm01	471125	471125	ss715579660	->	Gm01	470982	470982	ss715579660
Gm01	472038	472038	ss715579674	->	Gm01	471895	471895	ss715579674
Gm01	477469	477469	ss715579733	->	Gm01	477326	477326	ss715579733
Gm01	488836	488836	ss715579912	->	Gm01	488693	488693	ss715579912
Gm01	510342	510342	ss715580182	->	Gm01	510643	510643	ss715580182
Gm01	512110	512110	ss715580199	->	Gm01	512411	512411	ss715580199
Gm01	554008	554008	ss715580685	->	Gm01	554257	554257	ss715580685
Gm01	565991	565991	ss715580737	->	Gm01	566240	566240	ss715580737
Gm01	569667	569667	ss715580738	->	Gm01	569916	569916	ss715580738
Gm01	571178	571178	ss715580739	->	Gm01	571427	571427	ss715580739
Gm01	580814	580814	ss715580743	->	Gm01	581063	581063	ss715580743
Gm01	595259	595259	ss715580748	->	Gm01	595508	595508	ss715580748
Gm01	599126	599126	ss715580750	->	Gm01	599375	599375	ss715580750
Gm01	628702	628702	ss715580760	->	Gm01	628950	628950	ss715580760
Gm01	683066	683066	ss715580775	->	Gm01	683307	683307	ss715580775
Gm01	688663	688663	ss715580778	->	Gm01	688904	688904	ss715580778
Gm01	700280	700280	ss715580782	->	Gm01	700521	700521	ss715580782
Gm01	707917	707917	ss715580786	->	Gm01	708158	708158	ss715580786
Gm01	755860	755860	ss715580800	->	Gm01	756159	756159	ss715580800
Gm01	769779	769779	ss715580805	->	Gm01	770078	770078	ss715580805
Gm01	787179	787179	ss715580810	->	Gm01	787478	787478	ss715580810
Gm01	790446	790446	ss715580811	->	Gm01	790745	790745	ss715580811
Gm01	801585	801585	ss715580815	->	Gm01	801884	801884	ss715580815
Gm01	807583	807583	ss715580817	->	Gm01	807882	807882	ss715580817
Gm01	822979	822979	ss715580823	->	Gm01	823278	823278	ss715580823
Gm01	832169	832169	ss715580827	->	Gm01	832468	832468	ss715580827
Gm01	849807	849807	ss715580833	->	Gm01	850106	850106	ss715580833
Gm01	861723	861723	ss715580837	->	Gm01	862022	862022	ss715580837
Gm01	874910	874910	ss715580841	->	Gm01	875209	875209	ss715580841
Gm01	889229	889229	ss715580847	->	Gm01	889528	889528	ss715580847
Gm01	901691	901691	ss715580851	->	Gm01	901990	901990	ss715580851
Gm01	921063	921063	ss715580859	->	Gm01	921362	921362	ss715580859
Gm01	925493	925493	ss715580862	->	Gm01	925792	925792	ss715580862
Gm01	955547	955547	ss715580871	->	Gm01	955846	955846	ss715580871
Gm01	960736	960736	ss715580873	->	Gm01	961035	961035	ss715580873
Gm01	963847	963847	ss715580875	->	Gm01	964146	964146	ss715580875
Gm01	973781	973781	ss715580881	->	Gm01	974080	974080	ss715580881
Gm01	979625	979625	ss715580883	->	Gm01	979924	979924	ss715580883
Gm01	1006696	1006696	ss715578403	->	Gm01	1006995	1006995	ss715578403
Gm01	1009248	1009248	ss715578405	->	Gm01	1009547	1009547	ss715578405
Gm01	1011674	1011674	ss715578406	->	Gm01	1011973	1011973	ss715578406
Gm01	1013695	1013695	ss715578407	->	Gm01	1013994	1013994	ss715578407
Gm01	1028956	1028956	ss715578412	->	Gm01	1029255	1029255	ss715578412
Gm01	1045893	1045893	ss715578414	->	Gm01	1046193	1046193	ss715578414
Gm01	1059407	1059407	ss715578418	->	Gm01	1059707	1059707	ss715578418
Gm01	1065157	1065157	ss715578421	->	Gm01	1065457	1065457	ss715578421
Gm01	1077129	1077129	ss715578425	->	Gm01	1077429	1077429	ss715578425
Gm01	1101335	1101335	ss715578431	->	Gm01	1097741	1097741	ss715578431
Gm01	1106898	1106898	ss715578433	->	Gm01	1103304	1103304	ss715578433
Gm01	1110822	1110822	ss715578435	->	Gm01	1107228	1107228	ss715578435
Gm01	1170830	1170830	ss715578445	->	Gm01	1167236	1167236	ss715578445
Gm01	1188499	1188499	ss715578447	->	Gm01	1184892	1184892	ss715578447
Gm01	1241762	1241762	ss715578454	->	Gm01	1234293	1234293	ss715578454
Gm01	1244765	1244765	ss715578456	->	Gm01	1237296	1237296	ss715578456
Gm01	1254891	1254891	ss715578459	->	Gm01	1247422	1247422	ss715578459
Gm01	1275418	1275418	ss715578461	->	Gm01	1270186	1270186	ss715578461
Gm01	1276375	1276375	ss715578462	->	Gm01	1271143	1271143	ss715578462
Gm01	1279146	1279146	ss715578463	->	Gm01	1273914	1273914	ss715578463
Gm01	1282140	1282140	ss715578465	->	Gm01	1276908	1276908	ss715578465
Gm01	1302395	1302395	ss715578469	->	Gm01	1297163	1297163	ss715578469
Gm01	1306252	1306252	ss715578470	->	Gm01	1301020	1301020	ss715578470
Gm01	1307763	1307763	ss715578472	->	Gm01	1302531	1302531	ss715578472
Gm01	1314111	1314111	ss715578473	->	Gm01	1308879	1308879	ss715578473
Gm01	1315010	1315010	ss715578474	->	Gm01	1309778	1309778	ss715578474
Gm01	1319954	1319954	ss715578476	->	Gm01	1314722	1314722	ss715578476
Gm01	1340781	1340781	ss715578481	->	Gm01	1335549	1335549	ss715578481
Gm01	1342929	1342929	ss715578482	->	Gm01	1337697	1337697	ss715578482
Gm01	1344976	1344976	ss715578484	->	Gm01	1339744	1339744	ss715578484
Gm01	1349592	1349592	ss715578485	->	Gm01	1344360	1344360	ss715578485
Gm01	1355473	1355473	ss715578487	->	Gm01	1350243	1350243	ss715578487
Gm01	1357243	1357243	ss715578488	->	Gm01	1352013	1352013	ss715578488
Gm01	1369371	1369371	ss715578489	->	Gm01	1364141	1364141	ss715578489
Gm01	1378673	1378673	ss715578492	->	Gm01	1373443	1373443	ss715578492
Gm01	1384724	1384724	ss715578494	->	Gm01	1379494	1379494	ss715578494
Gm01	1389979	1389979	ss715578497	->	Gm01	1384749	1384749	ss715578497
Gm01	1402462	1402462	ss715578499	->	Gm01	1397232	1397232	ss715578499
Gm01	1405511	1405511	ss715578501	->	Gm01	1400281	1400281	ss715578501
Gm01	1407841	1407841	ss715578503	->	Gm01	1402999	1402999	ss715578503
Gm01	1422373	1422373	ss715578506	->	Gm01	1417531	1417531	ss715578506
Gm01	1424071	1424071	ss715578507	->	Gm01	1419229	1419229	ss715578507
Gm01	1428598	1428598	ss715578509	->	Gm01	1423756	1423756	ss715578509
Gm01	1429712	1429712	ss715578510	->	Gm01	1424870	1424870	ss715578510
Gm01	1479342	1479342	ss715578520	->	Gm01	1475349	1475349	ss715578520
Gm01	1486278	1486278	ss715578523	->	Gm01	1482285	1482285	ss715578523
Gm01	1487911	1487911	ss715578525	->	Gm01	1483918	1483918	ss715578525
Gm01	1490705	1490705	ss715578527	->	Gm01	1486712	1486712	ss715578527
Gm01	1494600	1494600	ss715578529	->	Gm01	1490607	1490607	ss715578529
Gm01	1497925	1497925	ss715578532	->	Gm01	1493932	1493932	ss715578532
Gm01	1502816	1502816	ss715578533	->	Gm01	1498823	1498823	ss715578533
Gm01	1512759	1512759	ss715578536	->	Gm01	1508766	1508766	ss715578536
Gm01	1517759	1517759	ss715578538	->	Gm01	1513766	1513766	ss715578538
Gm01	1520839	1520839	ss715578540	->	Gm01	1516846	1516846	ss715578540
Gm01	1524003	1524003	ss715578542	->	Gm01	1520010	1520010	ss715578542
Gm01	1525984	1525984	ss715578543	->	Gm01	1521991	1521991	ss715578543
Gm01	1532784	1532784	ss715578545	->	Gm01	1528791	1528791	ss715578545
Gm01	1535892	1535892	ss715578547	->	Gm01	1531899	1531899	ss715578547
Gm01	1537875	1537875	ss715578550	->	Gm01	1533882	1533882	ss715578550
Gm01	1545086	1545086	ss715578552	->	Gm01	1541093	1541093	ss715578552
Gm01	1553914	1553914	ss715578554	->	Gm01	1549921	1549921	ss715578554
Gm01	1557123	1557123	ss715578556	->	Gm01	1553130	1553130	ss715578556
Gm01	1560069	1560069	ss715578558	->	Gm01	1556076	1556076	ss715578558
Gm01	1584120	1584120	ss715578563	->	Gm01	1580127	1580127	ss715578563
Gm01	1604217	1604217	ss715578568	->	Gm01	1600224	1600224	ss715578568
Gm01	1612084	1612084	ss715578571	->	Gm01	1608091	1608091	ss715578571
Gm01	1620778	1620778	ss715578574	->	Gm01	1616784	1616784	ss715578574
Gm01	1623069	1623069	ss715578575	->	Gm01	1619075	1619075	ss715578575
Gm01	1626833	1626833	ss715578577	->	Gm01	1622839	1622839	ss715578577
Gm01	1628135	1628135	ss715578578	->	Gm01	1624141	1624141	ss715578578
Gm01	1641254	1641254	ss715578581	->	Gm01	1641539	1641539	ss715578581
Gm01	1653315	1653315	ss715578584	->	Gm01	1653600	1653600	ss715578584
Gm01	1674562	1674562	ss715578589	->	Gm01	1675532	1675532	ss715578589
